Case Number,Case Type,Address,Description,Case Group,Date Case Created,Last Inspection Date,Last Inspection Result,Status,Permit and Complaint Status URL,Latitude,Longitude,Location
1025515,CITATION,5929 34TH AVE SW,junk storage sfr,ZONING,06/10/2011,08/17/2011,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025515,47.549227,-122.375299,"(47.549227, -122.375299)"
1025514,CITATION,2010 NE 137TH ST,"06/10/11 bg - Outdoor storage of junk, including but not limited to wood debris and scrap metal on porch and front yard. photos taken",ZONING,06/10/2011,11/03/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025514,47.728653,-122.306708,"(47.728653, -122.306708)"
1025513,HOUSING / ZONING,1558 S ANGELINE ST,zoning-,ZONING,06/10/2011,07/22/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025513,47.561,-122.310667,"(47.561, -122.310667)"
1025512,TENANT RELOCATION ORDINANCE,3611 S RAYMOND ST,Application for a Tenant Relocation License. Total units: 1; total units occupied:1. Substantial Rehabilitation.,,06/10/2011,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025512,47.54761,-122.287174,"(47.54761, -122.287174)"
1025511,HOUSING / ZONING,6325 S EDDY CT,6/10/11 KB Land Use violation exists,ZONING,06/10/2011,08/08/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025511,47.545296,-122.28944,"(47.545296, -122.28944)"
1025510,HOUSING / ZONING,2725 E UNION ST,Land Use Code Violation,ZONING,06/10/2011,06/23/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025510,47.612731,-122.296572,"(47.612731, -122.296572)"
1025509,HOUSING / ZONING,9445 8TH AVE SW,Violations of Vacant Building Code.,VACANT BUILDING,06/10/2011,06/21/2011,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025509,47.517817,-122.34575,"(47.517817, -122.34575)"
1025508,HOUSING / ZONING,4257 S CLOVERDALE ST,Land Use Code violation observed.,VACANT BUILDING,06/10/2011,06/21/2011,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025508,47.525931,-122.278566,"(47.525931, -122.278566)"
1025507,CONSTRUCTION,1312 CALIFORNIA WAY SW,Permit 6285936 was issued 6/10/11 for a portion of the work originally started without a permit & inspections. A PLAN REVIEW permit & inspections are still required for enlarging the decks & roof and constructing additions to the triplex.,BUILDING,06/09/2011,10/12/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025507,47.591626,-122.383182,"(47.591626, -122.383182)"
1025506,HOUSING / ZONING,4135 19TH AVE SW,Violation of Vacant Building Code.,VACANT BUILDING,06/09/2011,08/30/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025506,47.565554,-122.358238,"(47.565554, -122.358238)"
1025505,HOUSING / ZONING,3730 SW 99TH ST,Two illegal units on the property.,ZONING,06/09/2011,09/29/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025505,47.514991,-122.380512,"(47.514991, -122.380512)"
1025504,HOUSING / ZONING,3730 SW 99TH ST,Multiple housing violations plus two illegal units on the property.,HOUSING,06/09/2011,03/07/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025504,47.514991,-122.380512,"(47.514991, -122.380512)"
1025503,HOUSING / ZONING,3912 SW HENDERSON ST,Violation of Vacant Building Code.,VACANT BUILDING,06/09/2011,03/08/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025503,47.523155,-122.382702,"(47.523155, -122.382702)"
1025502,HOUSING / ZONING,851 NE 94TH ST,6/9/11 ej- The Use is allow but has not been established for the business.,ZONING,06/09/2011,10/13/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025502,47.696466,-122.318155,"(47.696466, -122.318155)"
1025501,CITATION,2721 21ST AVE S,Zoning violation.More than 3 vehicles stored at the property,ZONING,06/09/2011,07/26/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025501,47.578945,-122.305698,"(47.578945, -122.305698)"
1025500,CITATION,728 S MONROE ST,"Outdoor junk storage including but not limited to carpet, appliances, furniture, cosntruction materials,bbq and more misc.items stored in all req.yards.",ZONING,06/09/2011,07/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025500,47.531434,-122.324178,"(47.531434, -122.324178)"
1025499,CITATION,4848 18TH AVE SW,Outdoor junk storage including but not limited to a large inoperable truck parked and more than 3 vehicles stored at the prop.,ZONING,06/09/2011,07/26/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025499,47.556954,-122.356639,"(47.556954, -122.356639)"
1025498,HOUSING / ZONING,3016 ALKI AVE SW,The property owner has not installed the required parking in the rear and has removed the required parking under the house by installing storage. The parking is required under permit #6230924.,ZONING,06/09/2011,01/04/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025498,47.577241,-122.416544,"(47.577241, -122.416544)"
1025497,CITATION,9431 25TH AVE SW,Outdoor pile of trash behind the house by the alley.,ZONING,06/08/2011,07/07/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025497,47.518233,-122.364942,"(47.518233, -122.364942)"
1025496,HOUSING / ZONING,5511 2ND AVE NW,Vacant Building Code violations observed.,VACANT BUILDING,06/08/2011,07/22/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025496,47.669064,-122.359352,"(47.669064, -122.359352)"
1025495,CITATION,156 FLORENTIA ST,A mattress and furniture are being stored by the dumpster.,ZONING,06/08/2011,07/15/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025495,47.647078,-122.354078,"(47.647078, -122.354078)"
1025494,CITATION,1568 S ANGELINE ST,zoning-,ZONING,06/08/2011,06/27/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025494,47.560749,-122.310488,"(47.560749, -122.310488)"
1025493,CITATION,2443 NW 58TH ST,Violation of the Land Use & Zoning Code,ZONING,06/08/2011,10/04/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025493,47.670655,-122.389553,"(47.670655, -122.389553)"
1025492,HOUSING / ZONING,107 NW 50TH ST,Vacant Building Code violations observed,VACANT BUILDING,06/08/2011,07/08/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025492,47.664848,-122.357603,"(47.664848, -122.357603)"
1025491,CITATION,534 N 74TH ST,"06/03/11 bg - Bags of garbage and auto parts at the rear of the property, photo taken",ZONING,06/08/2011,07/15/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025491,47.68276,-122.350918,"(47.68276, -122.350918)"
1025490,CITATION,2017 E SPRUCE ST,Land Use Code Violation,ZONING,06/08/2011,06/22/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025490,47.603331,-122.305572,"(47.603331, -122.305572)"
1025489,CITATION,1716 NE 135TH ST,observed couch outside residence in ROW - gave warning to woman occupant,ZONING,06/07/2011,06/29/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025489,47.726799,-122.309189,"(47.726799, -122.309189)"
1025488,CONSTRUCTION,5006 RENTON AVE S,"Perimeter erosion control, routing gutters to storm system and proper control & discharge of stormwater (including north & east sides of site) is required. Permits must be renewed & Special Inspection reports submitted to DPD.",SITE,06/07/2011,11/16/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025488,47.55654,-122.287402,"(47.55654, -122.287402)"
1025487,CONSTRUCTION,5921 25TH AVE S,"Remodeling a Single Family Residence requires construction, electrical & plumbing permits and inspections from DPD & King County.",BUILDING,06/07/2011,06/17/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025487,47.549426,-122.300466,"(47.549426, -122.300466)"
1025486,CITATION,5645 32ND AVE SW,salvage & junk,ZONING,06/07/2011,10/07/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025486,47.550612,-122.37399,"(47.550612, -122.37399)"
1025485,CONSTRUCTION,11430 71ST PL S,Illegally placed fill has been removed from the Riparian Corridor ECA and vegetation cover has been re-established over the disturbed area.,SITE,06/06/2011,08/01/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025485,47.501231,-122.245626,"(47.501231, -122.245626)"
1025484,CITATION,5042 18TH AVE NE,observed daycare functioning- 2 employees that do not live there. Owner usually lives at property but is out of country for school year.12 children allowed,ZONING,06/06/2011,06/30/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025484,47.666108,-122.308035,"(47.666108, -122.308035)"
1025483,HOUSING / ZONING,1750 16TH AVE S,Vacant building code violations observed.,VACANT BUILDING,06/06/2011,08/25/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025483,47.587626,-122.312478,"(47.587626, -122.312478)"
1025482,CONSTRUCTION,619 WESTERN AVE,Occupying an earthquake damaged building without making required repairs.,BUILDING,06/06/2011,06/22/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025482,47.602237,-122.336039,"(47.602237, -122.336039)"
1025481,CONSTRUCTION,4515 NE 97TH ST,TREE REMOVED MAY BE EXCEPTIONAL--MAY BE IN THE RIGHT OF WAY,SITE,06/03/2011,06/21/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025481,47.699175,-122.279328,"(47.699175, -122.279328)"
1025480,CITATION,824 NW 60TH ST,observed vegetation over sidewalk obstructing travel.  Left warning at property,WEEDS AND VEGETATION,06/03/2011,06/14/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025480,47.672567,-122.367145,"(47.672567, -122.367145)"
1025479,CITATION,6822 16TH AVE NE,"observed dresser, boxes and yellow auto lift contraption in driveway and dead cut trees on planting strip.",ZONING,06/03/2011,06/20/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025479,47.678362,-122.310582,"(47.678362, -122.310582)"
1025478,HOUSING / ZONING,2118 E OLIVE ST,Land Use Code Violation,ZONING,06/03/2011,06/14/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025478,47.617287,-122.304163,"(47.617287, -122.304163)"
1025477,HOUSING / ZONING,1414 S CONCORD ST,Someone is living in an RV on the property.,ZONING,06/03/2011,07/25/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025477,47.524212,-122.31411,"(47.524212, -122.31411)"
1025476,CITATION,1824 N 52ND ST,"Minor outdoor storage, real minor.",ZONING,06/03/2011,08/11/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025476,47.666678,-122.335296,"(47.666678, -122.335296)"
1025475,CITATION,3806 WHITMAN AVE N,Repeated garage sales on the property.,ZONING,06/03/2011,12/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025475,47.653048,-122.345718,"(47.653048, -122.345718)"
1025474,CITATION,12724 23RD AVE NE,"5/25/11 ej- Observed boat parked in the required front yard, outdoor junk storage such as but not limited to, car bumper cover, doors, engine stand and other miscellaneous items.",ZONING,06/03/2011,01/26/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025474,47.721912,-122.304253,"(47.721912, -122.304253)"
1025473,HOUSING / ZONING,3435 15TH AVE W,Outdoor storage of 50 gallon drums.,ZONING,06/03/2011,07/28/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025473,47.651529,-122.376581,"(47.651529, -122.376581)"
1025472,CITATION,5307 8TH AVE NW,"5/25/11 ej- Observed outdoor junk storage such as but not limited to, tires, tarpes and other miscellaneous items.",ZONING,06/02/2011,06/23/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025472,47.667414,-122.366503,"(47.667414, -122.366503)"
1025471,VACANT BUILDING MONITORING,5011 47TH AVE SW,Violations of Vacant Building Code.,VACANT BUILDING,06/02/2011,03/08/2012,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025471,47.557127,-122.392526,"(47.557127, -122.392526)"
1025470,CITATION,2107 16TH AVE S,"Junk storage including but not limited to carpet, bags of garbage, amd more misc.items stored in the req.yards.",ZONING,06/02/2011,08/01/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025470,47.584262,-122.312351,"(47.584262, -122.312351)"
1025469,CITATION,13727 35TH AVE NE,"5/25/11 ej- Observed outdoor junk storage such as but not limited to, wood, tires and other miscellaneous items.",ZONING,06/02/2011,06/17/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025469,47.729078,-122.291267,"(47.729078, -122.291267)"
1025468,CITATION,7805 46TH AVE S,6/2/11 KB Land Use violation - junk storage on vacant lot,ZONING,06/02/2011,11/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025468,47.532403,-122.276082,"(47.532403, -122.276082)"
1025467,CONSTRUCTION,12001 33RD AVE NE,PERMIT REQUIRED FOR DECK REPAIR/REPLACEMENT AND POSSIBLE INTERIOR ALTERATIONS,BUILDING,06/02/2011,07/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025467,47.715686,-122.293282,"(47.715686, -122.293282)"
1025466,CITATION,221 NW 101ST ST,Outdoor junk storage and an inoperable vehicle. Possible people living in the shed.,ZONING,06/01/2011,08/19/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025466,47.701984,-122.360527,"(47.701984, -122.360527)"
1025465,HOUSING / ZONING,2317 E WARD ST,Rodent damage to electrical wiring in the attic.,HOUSING,06/01/2011,07/22/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025465,47.627292,-122.301529,"(47.627292, -122.301529)"
1025464,CONSTRUCTION,2946 36TH AVE S,DRAINAGE LINE IS DAYLIGHTING AT TOP OF STEEP SLOPE--NOT ALLOWED BY ECA CODE--DISCONNECT PIPE FROM DOWNSPOUTS OR OBTAIN SIDE SEWER PERMIT AND ROUTE STORMWATER TO APPROVED DISCHARGE POINT,SITE,06/01/2011,08/15/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025464,47.576347,-122.287387,"(47.576347, -122.287387)"
1025463,HOUSING / ZONING,119 N 36TH ST,Illegal habitable space in the garage area behind the restaurant.,ZONING,06/01/2011,06/23/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025463,47.652551,-122.356843,"(47.652551, -122.356843)"
1025462,CITATION,1704 NE 135TH ST,observed white mercury w/rear end damage - zoning violation,ZONING,06/01/2011,08/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025462,47.726817,-122.30972,"(47.726817, -122.30972)"
1025461,CONSTRUCTION,5038 RENTON AVE S,TESC (Temporary Erosion & Sedimentation Control) is per Permit 6104288 (5038 Renton Ave S) as of 12/9/09.,SITE,05/31/2011,12/09/2009,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025461,47.556049,-122.287609,"(47.556049, -122.287609)"
1025460,CONSTRUCTION,5016 SW ADMIRAL WAY,STOP WORK POSTED--SEVERAL LARGE TREES HAVE BEEN CUT DOWN ON LOT IN SF5000 ZONE,SITE,05/31/2011,10/17/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025460,47.5795,-122.396142,"(47.5795, -122.396142)"
1025459,HOUSING / ZONING,11152 BEACON AVE S,5/31/11 KB HBMC violations,HOUSING,05/31/2011,08/11/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025459,47.500515,-122.267081,"(47.500515, -122.267081)"
1025458,HOUSING / ZONING,2129 N 113TH ST,"05/31/11 bg - Vacate & Close, water shut off",HOUSING,05/31/2011,02/22/2013,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025458,47.71023,-122.332701,"(47.71023, -122.332701)"
1025457,HOUSING / ZONING,5611 AIRPORT WAY S,Storing of junk storage w/o the correct permit,ZONING,05/31/2011,08/02/2012,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025457,47.551726,-122.319754,"(47.551726, -122.319754)"
1025456,HOUSING / ZONING,9434 DELRIDGE WAY SW,Housing violations,HOUSING,05/31/2011,11/14/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025456,47.518298,-122.355555,"(47.518298, -122.355555)"
1025455,HOUSING / ZONING,6256 31ST AVE NE,Violation of the Just Cause Eviction Ordinance due to owner issuing a deficient notice to terminate tenancy.,JUST CAUSE EVICTION,05/31/2011,05/16/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025455,47.675644,-122.29408,"(47.675644, -122.29408)"
1025454,HOUSING / ZONING,925 SW HOLDEN ST,Stair's columns in the rear of the property has been damaged and is unstable.,HOUSING,05/31/2011,07/07/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025454,47.53386,-122.348458,"(47.53386, -122.348458)"
1025453,HOUSING / ZONING,,Violation of the Just Cause Eviction Ordinance due to owner issuing a deficient notice to terminate tenancy.,,05/31/2011,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025453,,,
1025452,HOUSING / ZONING,756 S KENYON ST,SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE & HABITABLE SPACE CONVERTED TO 4 DWELLING UNITS  WITHOUT PERMIT & REQUIRED PARKING).,ZONING,05/31/2011,06/16/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025452,47.532152,-122.323044,"(47.532152, -122.323044)"
1025451,CITATION,6524 44TH AVE SW,Violation of Land Use- Outdoor junk storage,ZONING,05/31/2011,07/29/2011,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025451,47.543815,-122.388386,"(47.543815, -122.388386)"
1025450,CITATION,1617 GRAND AVE,No Violation,ZONING,05/27/2011,05/27/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025450,47.615807,-122.285024,"(47.615807, -122.285024)"
1025449,HOUSING / ZONING,2129 N 113TH ST,5/23/11 AS Water is shut off. There is a question of tenancy.,HOUSING,05/27/2011,05/31/2011,FAILED,CLOSED,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025449,47.71023,-122.332701,"(47.71023, -122.332701)"
1025448,CONSTRUCTION,2657 PERKINS LN W,PERMIT REQUIRED FOR ADDITIONS AND SUBSTANTIAL ALTERATIONS--PLANS REQUIRED,BUILDING,05/27/2011,02/08/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025448,47.644974,-122.417455,"(47.644974, -122.417455)"
1025447,CONSTRUCTION,4703 PHINNEY AVE N,PERMIT REQUIRED TO CONVERT SINGLE CAR GARAGE INTO LIVING SPACE,BUILDING,05/27/2011,08/12/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025447,47.663045,-122.354306,"(47.663045, -122.354306)"
1025446,HOUSING / ZONING,6746 15TH AVE NW,Vacant Building Code violations observed.,VACANT BUILDING,05/26/2011,04/03/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025446,47.679173,-122.376491,"(47.679173, -122.376491)"
1025445,HOUSING / ZONING,3220 17TH AVE W,"Lots of outdoor junk storage, trash, debris, 50 gallon barrels and pallets.",ZONING,05/26/2011,06/29/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025445,47.649289,-122.378346,"(47.649289, -122.378346)"
1025444,CONSTRUCTION,5505 NE 73RD ST,ONE EXCEPTIONAL TREE HAS BEEN REMOVED,SITE,05/26/2011,08/08/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025444,47.681069,-122.26867,"(47.681069, -122.26867)"
1025443,CITATION,202 NEWELL ST,"Minor outdoor junk storage, more of an organizational issue.",ZONING,05/26/2011,07/07/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025443,47.644837,-122.353207,"(47.644837, -122.353207)"
1025442,CONSTRUCTION,5110 PALATINE AVE N,ENTIRE HOUSE HAS BEEN REMOVED--SUBMIT PLAN REVISION FOR PERMIT #6158356,BUILDING,05/26/2011,06/08/2011,FAILED,CLOSED,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025442,47.666132,-122.356124,"(47.666132, -122.356124)"
1025441,CONSTRUCTION,6250 PALATINE AVE N,PERMIT REQUIRED FOR REBUILDING EXISTING COVERED PORCH,BUILDING,05/26/2011,07/08/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025441,47.675491,-122.356099,"(47.675491, -122.356099)"
1025440,CITATION,668 W NICKERSON ST,Blackberry bushes over the sidewalk.,WEEDS AND VEGETATION,05/26/2011,06/23/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025440,47.65242,-122.367171,"(47.65242, -122.367171)"
1025439,HOUSING / ZONING,3611 S RAYMOND ST,"5/17/11 KB inspected property and HBMC violations exist, Land Use violations exist",ZONING,05/26/2011,01/08/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025439,47.54761,-122.287174,"(47.54761, -122.287174)"
1025438,HOUSING / ZONING,3611 S RAYMOND ST,"5/17/11 KB inspected property and HBMC violations exist, Land Use violations exist",ZONING,05/26/2011,01/08/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025438,47.54761,-122.287174,"(47.54761, -122.287174)"
1025437,HOUSING / ZONING,1543 15TH AVE S,Vacant Building Code violations observed.,VACANT BUILDING,05/26/2011,07/12/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025437,47.588638,-122.314085,"(47.588638, -122.314085)"
1025436,HOUSING / ZONING,6310 ELLIS AVE S,Outdoor junk storage including but not limited to couches and more misc.items stored in the req.yards.,ZONING,05/25/2011,07/06/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025436,47.545663,-122.318163,"(47.545663, -122.318163)"
1025435,HOUSING / ZONING,7334 23RD AVE NE,"5/17/11 ej-Observed Housing code violations, such as but limited to, missing weather stripping, deteriorated calking, disconnected dryer, missing door knobs and more than allowed 8 person not related in an single family dwelling.",ZONING,05/25/2011,07/21/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025435,47.682265,-122.30263,"(47.682265, -122.30263)"
1025434,CITATION,4034 38TH AVE S,"Outdoor junk storage including but not limited to an inoperable gold car with flat tire, pile of tires, an inoperable motorcycle and more misc.items stored in the req.yards.",ZONING,05/25/2011,09/13/2012,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025434,47.566879,-122.284792,"(47.566879, -122.284792)"
1025433,CITATION,4241 S MEAD ST,"outdoor junk storage including but not limited to an inoperable white Nissan on blocks,mattresses and more misc.items stored in the req.yards.",ZONING,05/25/2011,07/06/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025433,47.550251,-122.279042,"(47.550251, -122.279042)"
1025432,CONSTRUCTION,12322 RIVIERA PL NE,Permit 6284399 was issued 5/26/11 for work originally started without a permit and inspections.,BUILDING,05/25/2011,06/09/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025432,47.718229,-122.278603,"(47.718229, -122.278603)"
1025431,CONSTRUCTION,4220 45TH AVE S,FOUR TREES HAVE BEEN CUT IN STEEP SLOPE ECA,SITE,05/25/2011,11/18/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025431,47.564589,-122.276609,"(47.564589, -122.276609)"
1025430,HOUSING / ZONING,13744 RIVIERA PL NE,"Observed accessory float on vacant lot (5/26/11).  Observed floating structure, which the owner calls a vessel, on vacant lot in the CR environment (entirely submerged) (6/2/11).",ZONING,05/25/2011,12/05/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025430,47.729633,-122.281963,"(47.729633, -122.281963)"
1025429,CITATION,12502 3RD AVE NE,"5/20/11 ej- Observed outdoor 1. junk storage such as but not limited to, plastic containers, truck canopy, plywood and other miscellaneous items. 2. The parking of more than 3 vehicles on a single family lot, not in an enclosed area.",ZONING,05/25/2011,06/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025429,47.719685,-122.325983,"(47.719685, -122.325983)"
